name;aliases;admin1;population;lat;lon
Edensbach;;BW;0;47.7564;9.74398
Edenstetten;;BY;0;48.89435;12.92559
Edenthal;;BY;0;48.59374;12.53665
Ederbringhausen;;HE;0;51.12949;8.8664
Ederdorf;;HE;0;51.05;8.78333
Ederen;;NW;0;50.94588;6.24744
Ederlsdorf;;BY;0;48.58263;13.59541
Edermanning;;BY;0;48.32671;12.95243
Edersberg;;BY;0;48.46421;11.43076
Edersdorf;;BY;0;48.92143;12.82221
Edersee;;HE;0;51.18;9.05759
Edersfeld;;BY;0;49.09197;10.72917
Edesbüttel;;NI;0;52.4045;10.62517
Edesheim;;NI;0;51.75086;9.97463
Edewechterdamm;;NI;0;53.07652;7.93011
Edgoven;;NW;0;50.76268;7.3011
Edhof;;BY;0;48.41607;12.81236
Ediger;;RP;0;50.1;7.16667
Edigheim;;RP;0;49.52896;8.38898
Edingen;;HE;0;50.63323;8.31904
Edingen;;RP;0;49.81483;6.49065
Edingen;;BW;0;49.44611;8.60833
Edingerhof;;BW;0;49.45;8.6
Edinghausen;;NI;0;52.28333;8.01667
Edlendorf;;BY;0;50.2503;11.75537
Edlhausen;;BY;0;49.11024;12.11121
Edling;;BY;0;48.49621;11.41589
Edlkofen;;BY;0;48.51513;11.98426
Edlmannsberg;;BY;0;48.58024;12.01662
Edlmühl;Edlmuhl;BY;0;49.42184;12.62616
Edmundgstal;;SH;0;53.42635;10.38866
Edmühle;;BY;0;48.42673;13.09167
Edschenburg;;NI;0;53.42217;8.4273
Edt;;BY;0;49.01744;12.67603
Eduardshof;;ST;0;52.48333;12.08333
Eesch;;SH;0;54.05724;9.02985
Eescherdeich;;SH;0;54.05359;9.01295
Effeld;Effelt;NW;0;51.12554;6.10364
Effeldorf;;BY;0;49.79643;10.08487
Effeln;;NW;0;51.52373;8.35979
Effelsberg;;NW;0;50.51695;6.86891
Effelter;;BY;0;50.35638;11.41824
Effenricht;;BY;0;49.17351;11.85648
Effenstädt;Effenstadt|Effenstatt|Effenstätt;BY;0;47.77288;11.93823
Efferen;;NW;0;50.89784;6.89598
Effert;;NW;0;50.86589;7.29398
Effolderbach;;HE;0;50.34172;9.0088
Effringen;;BW;0;48.62416;8.71367
Efkebüll;Efkebull;SH;0;54.69552;8.85735
Efringen;;BW;0;47.66667;7.56667
Efrizweiler;;BW;0;47.6902;9.41635
Eft;;SL;0;49.47638;6.44691
Egarsee;;BB;0;53.20583;13.54173
Egartenhof;;BW;0;48.95;9.08333
Egelfingen;;BW;0;48.1539;9.28862
Egelhofen;;BY;0;48.09746;10.45898
Egelinde;;BB;0;52.20978;12.46987
Egelmes;;HE;0;50.59479;9.84873
Egelreute;;BW;0;47.89137;9.37617
Egels;;NI;0;53.46626;7.51996
Egelsbach;;BY;0;49.66954;10.68231
Egelsberg;;BY;0;48.35663;12.76741
Egelsberg;;BW;0;48.6187;9.51588
Egelsdorf;;TH;0;50.6317;11.08705
Egelsee;;BW;0;48.02116;10.12545
Egelsheim;;BY;0;49.31175;11.86047
Egelsried;;BY;0;49.30628;12.38386
Egelstal;;BW;0;48.44443;8.71508
Egelstein;;BW;0;48.42066;9.52
Egen;;NW;0;51.16897;7.40667
Egenbostel;;NI;0;52.95076;9.46371
Egenburg;;BY;0;48.29163;11.15356
Egenbüttel;Egenbuttel;SH;0;53.65257;9.85186
Egendorf;;TH;0;50.86323;11.3669
Egenhausen;;NI;0;52.76674;8.703
Egenhausen;;BY;0;50.03195;10.08991
Egenried;;BY;0;47.75989;11.22886
Egenroth;;HE;0;50.1883;7.95085
Egensbach;;BY;0;49.44475;11.39196
Egenstedt;;NI;0;52.09976;9.99172
Egerdach;;BY;0;47.89518;12.7039
Egerer;;BY;0;47.90783;12.5366
Egern;;BY;0;47.69376;11.75091
Egerndach;;BY;0;47.78333;12.48333
Egersdorf;;BY;0;49.46377;10.87664
Egerteich;;BY;0;50.02814;12.34589
Egerten;;BW;0;47.67631;7.66631
Eggartskirch;;BW;0;47.75869;9.49588
Eggatsweiler;;BY;0;47.59685;9.67031
Egge;;NW;0;52.1465;8.72481
Egge;;NI;0;52.49747;6.74811
Egge (Aerzen);Egge;NI;0;52.08067;9.1832
Eggebek-Nord;;SH;0;54.6383;9.35963
Eggebek-Süd;Eggebek-Sud;SH;0;54.60969;9.35323
Eggebek-West;;SH;0;54.62809;9.34211
Eggebekfeld;;SH;0;54.63333;9.35
Eggeberg;;NW;0;52.08336;8.35585
Eggelhof;;BY;0;48.49472;10.81861
Eggelingen;;NI;0;53.60605;7.83617
Eggeloge;;NI;0;53.30638;7.94017
Eggelogerfeld;;NI;0;53.30402;7.95375
Eggelsbach;;BW;0;48.06271;9.6938
Eggelstetten;;BY;0;48.67695;10.85083
Eggen;;BY;0;47.717;10.29453
Eggenbach;;BY;0;50.10219;10.89921
Eggenberg;;BY;0;49.57261;11.60969
Eggenbühl;Eggenbuhl;BY;0;47.84311;10.44497
Eggenhof;;BY;0;49.59308;11.077
Eggenpoint;;BY;0;48.47521;12.44331
Eggenreute;;BW;0;47.74194;9.78425
Eggenreuth;;BY;0;48.7556;13.32864
Eggenrot;;BW;0;48.97701;10.09064
Eggenscheid;;NW;0;51.25419;7.61066
Eggensee;;BY;0;49.57348;10.66458
Eggenstein;;BW;0;49.07999;8.3951
Eggental;;BW;0;47.7259;10.00652
Eggenwatt;;BY;0;47.59051;9.72933
Eggenweiler;;BW;0;47.75;9.38333
Eggerding;;BY;0;48.47401;12.7313
Eggeringhausen;;NW;0;51.665;8.8369
Eggerode;;NW;0;52.06282;7.24249
Eggersbach;;BY;0;48.33325;12.73147
Eggersberg;;BY;0;49.18206;13.09177
Eggerscheidt;Eggersheid;NW;0;51.31711;6.88733
Eggersdorf;;BB;0;53.10852;12.15295
Eggersdorf;;BY;0;48.61409;13.44612
Eggersdorfen;;BY;0;48.36607;12.29377
Eggersen;;NI;0;52.04942;9.59316
Eggersham;;BY;0;48.40533;13.26862
Eggershausen;;NI;0;53.04136;7.86116
Eggersheim;;NW;0;50.78672;6.63629
Eggerstedt;;SH;0;53.63648;9.79475
Eggerszell;;BY;0;49.02338;12.61832
Eggese;;NI;0;52.98602;8.67898
Eggestedt;;NI;0;53.22909;8.63182
Egghalden;;BY;0;47.57312;9.74672
Egging;;BY;0;48.26753;12.92727
Eggisried;;BY;0;47.9645;10.30411
Egglfing;;BY;0;48.9446;12.17182
Egglhausen;;BY;0;48.65693;11.9365
Egglsor;;BY;0;48.33248;12.26818
Eggmannsried;;BW;0;47.94935;9.84971
Eggmühl;Eggmuhl;BY;0;48.84334;12.18223
Eggstedter Feld;;SH;0;54.04036;9.26595
Eggstedter Moor;;SH;0;54.04977;9.28412
Eggstetten;;BY;0;48.29254;12.97526
Egidiberg;;BY;0;49.33807;12.07753
Eging am See;Eging am Ze|Eging-am-Ze;BY;0;48.71386;13.27135
Egisholz;;BW;0;47.68388;7.65429
Eglafing;;BY;0;48.30358;12.12531
Eglasmühle;;BY;0;49.07859;11.44904
Eglersried;;BY;0;48.41116;11.40123
Eglham;;BY;0;47.94375;12.17088
Eglhart;;BY;0;47.98201;12.47415
Eglharting;;BY;0;48.08135;11.86017
Eglhartinger Kolonie;;BY;0;48.08333;11.86667
Eglhausen;;BY;0;48.42747;11.55301
Eglhofen;;BY;0;49.34408;11.8103
Eglingen;;BW;0;48.71545;10.43899
Egloffsteinerhüll;Egloffsteinerhull|Egloffsteinerhutt|Egloffsteinerhütt;BY;0;49.70799;11.2268
Egloffswinden;;BY;0;49.3328;10.57787
Eglofs;;BY;0;47.88861;10.42439
Eglofsdorf;;BY;0;48.98849;11.52765
Eglofstal;;BW;0;47.66667;9.91667
Eglosheim;Ludwigsburg-Eglosheim;BW;0;48.90518;9.17534
Eglsee;;BY;0;49.45067;11.83197
Eglwang;;BY;0;49.15325;11.68971
Eglwiesen;;BY;0;47.85;12.35
Egringen;;BW;0;47.66533;7.59812
Egsdorf;;BB;0;52.1321;13.58621
Egstedt;;TH;0;50.91806;11.05522
Egterholz;;NI;0;52.84774;8.19144
Egweil;;BY;0;48.78333;11.23333
Egypten;;NI;0;53.08082;9.11266
Ehe;;BY;0;49.60301;10.60204
Ehebrock;;NI;0;53.29393;9.11182
Eheim;;BY;0;47.93744;10.36669
Ehenfeld;;BY;0;49.57819;11.94178
Ehestetten;;BW;0;48.32059;9.43279
Ehestorf;;NI;0;53.44805;9.89728
Ehethal;;BY;0;48.83794;12.57076
Ehgarten;;BY;0;48.11667;12.4
Ehingen;;NW;0;51.36009;6.69088
Ehingen;;BW;0;48.47298;8.93274
Ehingen am Ries;Ehingen;BY;0;48.96421;10.55426
Ehlbeck;;NI;0;53.08855;10.15868
Ehlen;;NI;0;52.29691;9.20221
Ehlen;;HE;0;51.32321;9.3086
Ehlenbach;;RP;0;49.66533;7.43621
Ehlenbruch;;NW;0;51.98499;8.73516
Ehlersdorf;;SH;0;54.33822;9.79117
Ehlershausen;Ehlershusen;NI;0;52.5204;10.02073
Ehlhalten;;HE;0;50.17611;8.36684
Ehlheim;;BY;0;49.04417;10.8275
Ehlingen;;RP;0;50.54426;7.19487
Ehlingen;;SL;0;49.19677;7.17664
Ehmen;;NI;0;52.39786;10.69858
Ehmkendorf;;MV;0;54.08074;12.55317
Ehmkenhagen;;MV;0;54.19855;12.4312
Ehnes;;TH;0;50.38498;10.99505
Ehnhofen;;BW;0;48.13429;9.3608
Ehningsen;;NW;0;51.58191;7.98392
Eholfing;;BY;0;48.45278;13.36862
Ehra;;NI;0;52.56915;10.78884
Ehrdissen;;NW;0;52.01926;8.66961
Ehren;;NI;0;52.70028;7.69362
Ehren;;BY;0;49.018;12.75056
Ehrenbach;;HE;0;50.20031;8.22253
Ehrenberg;;NW;0;51.26365;7.26124
Ehrenberg;;SN;0;51.04332;13.0341
Ehrenberg;;RP;0;50.63133;7.41973
Ehrenberg;;BY;0;48.56982;11.46849
Ehrenbreitstein;;RP;0;50.36012;7.62013
Ehrenburgertal;Ehrenburgerthal;RP;0;50.21459;7.45202
Ehrendorf;;NI;0;52.61168;8.24599
Ehrenfeld;;NW;0;50.96545;7.21098
Ehrenhof;;MV;0;53.43225;13.15307
Ehrensberg;;BW;0;48.02583;9.9269
Ehrenschwinden;;BY;0;49.112;10.5603
Ehrensteig;;TH;0;50.96667;10.3
Ehrenstein;;TH;0;50.75639;11.1747
Ehrenstein;;RP;0;50.61663;7.45611
Ehrenstein;;BW;0;48.41211;9.92014
Ehrenstetten;;BW;0;47.91293;7.75641
Ehrenthal;;RP;0;50.1719;7.67528
Ehrentrup;;NW;0;51.97986;8.78005
Ehrenzipfel;;SN;0;50.45989;12.8355
Ehrerheide;;RP;0;50.1731;7.5809
Ehreshoven;;NW;0;50.97562;7.34496
Ehrhafts;;BY;0;47.67184;10.02753
Ehrhorn;;NI;0;53.17679;9.88499
Ehring;;BY;0;48.23623;12.56507
Ehringen;;HE;0;51.38019;9.14741
Ehringen;;BY;0;48.87542;10.47528
Ehringhausen;;NW;0;51.68346;7.5778
Ehringhausen;;RP;0;50.5124;7.8961
Ehringsdorf;;TH;0;50.9588;11.34177
Ehringsfeld;;BY;0;49.40124;11.71918
Ehringshausen;;BW;0;49.30252;10.06354
Ehrl;;BY;0;49.99792;11.05576
Ehrlach;;BY;0;47.65;9.98333
Ehrlich;Heimborn-Ehrlich;RP;0;50.71638;7.7537
Ehrlichshof;;HE;0;50.61667;9.71667
Ehrnstorf;Ehrnsdorf;BY;0;48.60304;12.97891
Ehrsberg;;BW;0;47.74365;7.90561
Ehrsen;Ehrsen-Breden;NW;0;52.06605;8.77696
Ehrsten;;HE;0;51.39374;9.34868
Ehrstädt;Ehrstadt;BW;0;49.24294;8.98226
Ehrwang;;BY;0;47.59509;10.71094
Ehst;;SH;0;54.30094;8.70229
Ehstensiel;;SH;0;54.30175;8.70999
Eibach;;HE;0;50.74605;8.32463
Eibach;;BY;0;49.40752;11.03693
Eibelshausen;;HE;0;50.81559;8.34068
Eibenberg;;SN;0;50.75337;12.95279
Eibenberg;;BY;0;50.29559;11.38591
Eibensbach;;BW;0;49.04712;8.99121
Eiberg;;BW;0;48.9953;10.23989
Eiberg;;BY;0;48.85466;13.00286
Eibingen;;HE;0;49.98504;7.93572
Eibrunn;;BY;0;49.05;11.83333
Eibsee;;BY;0;47.45636;10.99053
Eich;;NW;0;50.88141;7.3294
Eich;;SN;0;50.548;12.35141
Eich;;RP;0;50.42768;7.35273
Eich;;BY;0;49.1775;11.97399
Eicha;;SN;0;51.29606;12.56922
Eicha;;TH;0;50.34984;10.57014
Eicha;;BY;0;50.22656;10.91565
Eichach;;BW;0;49.26978;9.47132
Eichardt;;SN;0;51.17469;13.02004
Eichbach;;BW;0;48.20099;8.33837
Eichbaum;;HH;0;53.48926;10.09424
Eichberg;;TH;0;50.66667;12.3
Eichberg;;HE;0;50.03871;8.06002
Eichberg;;BY;0;49.14453;12.6856
Eichberg;;BW;0;49.01667;9.93333
Eichberge;;BB;0;52.69464;12.72509
Eichbusch;;BB;0;51.96431;13.53431
Eichbusch;;SN;0;51.03238;13.87652
Eichbühl;Eichbuhl;BW;0;48.05342;9.97755
Eichdorf;;NI;0;53.16092;10.82969
Eiche;;BB;0;52.56346;13.58906
Eiche;Forsterei Eiche|Försterei Eiche;ST;0;52.266;11.33456
Eiche-Golm;Eich-Golm;BB;0;52.4;12.96667
Eichede;;SH;0;53.71791;10.40767
Eichel;;BW;0;49.76323;9.53738
Eichelberg;;BY;0;50.07353;10.77108
Eichelborn;;TH;0;50.94195;11.1817
Eichelburg;;BY;0;49.23834;11.1743
Eichelgarten;;BY;0;48.05;10.41667
Eichelhain;;HE;0;50.56894;9.27621
Eichelhof;;BY;0;49.15191;12.74784
Eichelhütte;;RP;0;50.0389;6.73736
Eichelsachsen;;HE;0;50.45822;9.12557
Eichelsbach;;BY;0;49.84793;9.23694
Eichelscheiderhof;;RP;0;49.38003;7.38436
Eichelschwang;;BY;0;47.74108;10.52299
Eichelsdorf;;HE;0;50.45358;9.05663
Eichelsdorf;;BY;0;50.16037;10.53098
Eichelsee;;BY;0;49.61713;10.0306
Eichelshof;;BW;0;49.30617;9.52671
Eichelsteig;;BW;0;48.16667;9.8
Eichen;;NW;0;51.10403;7.09372
Eichen;;HE;0;50.25853;8.90702
Eichen;Eichhaus;BY;0;49.88424;11.50496
Eichen;;BW;0;48.09516;9.96819
Eichenau;;HE;0;50.61255;9.52154
Eichenau;;BW;0;49.20849;9.96633
Eichenberg;;HE;0;51.37195;9.89876
Eichenberg;;BY;0;50.05034;9.25964
Eichenberg;;BW;0;48.04613;10.04322
Eichenbirkig;;BY;0;49.82193;11.33926
Eichenborn;;NI;0;51.96225;9.33168
Eichenbrandt;;BB;0;52.63239;13.84998
Eichenbrunn;;BY;0;49.06684;11.98626
Eichenfelde;;MV;0;53.81667;13.78333
Eichenfelde;;BB;0;53.21333;12.46983
Eichenfürst;Eichenfurst;BY;0;49.83597;9.57019
Eichengrund;;NI;0;53.15427;11.01551
Eichenhausen;;BY;0;50.32447;10.30423
Eichenheege;;HE;0;50.15;8.85
Eichenhof;;BB;0;52.64015;14.46007
Eichenhof;;BY;0;49.8309;10.91749
Eichenhofen;;BY;0;49.18434;11.64843
Eichenhüll;;BY;0;49.98656;11.2292
Eichenkirnberg;;BW;0;48.95528;9.70629
Eichenkofen;;BY;0;48.34636;11.92259
Eichenrain;;BW;0;49.02858;10.13656
Eichenreuth;;BY;0;49.8811;11.52957
Eichenried;;HE;0;50.39539;9.65286
Eichenrod;;HE;0;50.57675;9.2976
Eichensee;;BY;0;49.22158;11.76447
Eichenstein;;BY;0;50.38466;11.70409
Eichenstruth;;RP;0;50.64364;7.96346
Eichenstruth;;BY;0;49.63513;11.44612
Eichenthal;;MV;0;54.06614;12.7256
Eichenwinden;;HE;0;50.51261;9.85971
Eicherath;;RP;0;50.21667;6.18333
Eicherloh;;BY;0;48.24673;11.77871
Eicherscheid;;NW;0;50.53337;6.76857
Eichet;;BY;0;48.57587;13.37668
Eichfeld;;TH;0;50.71784;11.2725
Eichfeld;;BY;0;49.84316;10.30129
Eichgraben;;SN;0;50.86243;14.79916
Eichhagen;;NW;0;51.057;7.83391
Eichhalde;;BW;0;48.24671;8.13551
Eichham;;BY;0;47.86558;12.8484
Eichhammer;;BY;0;49.8785;11.68819
Eichheim;;BY;0;48.2382;12.40158
Eichhof;;MV;0;53.63111;13.85874
Eichhof;;HE;0;50.84951;9.67571
Eichhof;;BY;0;50.25874;10.91755
Eichhof;;BW;0;49.39361;9.88485
Eichhof Wohnsiedlung;;MV;0;53.62581;13.83857
Eichhofen;;BY;0;49.01542;11.9261
Eichhofsberg;;NI;0;53.68131;8.99962
Eichholz;;NW;0;51.19393;7.5134
Eichholz;;MV;0;54.16985;12.92121
Eichholz;;SH;0;54.09676;10.18613
Eichholz;;NI;0;53.39056;10.34932
Eichholz;;BB;0;52.44085;12.94454
Eichholz;;ST;0;51.92733;12.03175
Eichholz;;BY;0;50.06591;11.5305
Eichholz;;BW;0;49.34154;9.89654
Eichhornseck;;BY;0;48.31323;12.90173
Eichhorst;;BB;0;52.89083;13.63807
Eichicht;;TH;0;50.6113;11.43548
Eichig;;BY;0;50.06045;11.15338
Eiching;;BY;0;48.30501;12.34546
Eichishof;;BW;0;49.06377;10.15308
Eichitz;;TH;0;50.34294;11.24125
Eichkamp;;BE;0;52.49446;13.26483
Eichlaide;;SN;0;50.87865;12.61876
Eichlberg;;BY;0;49.13696;12.06409
Eichleithen;;BY;0;49.96868;11.71057
Eichlgütl;Eichlgutl;BY;0;49.23556;12.17963
Eichlhof;;BY;0;49.29045;12.00167
Eichof;;NW;0;51.02588;7.26511
Eichow;;BB;0;51.76291;14.12965
Eichrodt;;TH;0;50.95881;10.38359
Eichschlag;;BY;0;49.8686;11.7074
Eichsel;;BW;0;47.59611;7.75625
Eichstock;;BY;0;48.3973;11.35991
Eichstädt;;BB;0;52.69527;13.11244
Eichswiesen;;BW;0;49.36475;9.91839
Eichtersheim;;BW;0;49.23357;8.77172
Eichtling;Eichling;BY;0;48.00623;11.90686
Eichwald;;BB;0;51.60067;13.46462
Eichwege;;BB;0;51.60395;14.61478
Eichwerder;;BB;0;52.71898;14.19906
Eichwäldchen;;HE;0;50.22124;8.56221
Eick;;NW;0;51.48282;6.62629
Eickbusch;;NI;0;52.64858;8.48866
Eickedorf;;NI;0;53.18023;9.00856
Eickel;;NW;0;51.51771;7.17609
Eickelberg;;MV;0;53.77426;11.81991
Eickelborn;;NW;0;51.65294;8.22019
Eickelerbruch;;NW;0;51.51667;7.16667
Eicken;;NI;0;52.21225;8.36722
Eicken;;NW;0;51.21135;6.44262
Eicken-Bruche;;NI;0;52.21667;8.36667
Eickenbeck;;NW;0;51.83333;7.7
Eickendorf;;NW;0;51.8;7.78333
Eickenrode;;NI;0;52.42855;10.30613
Eickerhöfe;Eickerhofe;ST;0;52.96893;11.74969
Eickert;;NW;0;51.2;6.95
Eickhof;;MV;0;54.24106;12.71616
Eickhoff;Eickhof;NW;0;51.55964;8.49526
Eickhorst;;ST;0;52.79098;10.87123
Eickhorst;;NI;0;52.76423;8.92464
Eickhorst;;NW;0;52.30321;8.7351
Eickhöpen;Eickhopen;NI;0;52.53364;8.35684
Eicks;;NW;0;50.62398;6.61796
Eicksen;;NW;0;52.28305;8.80176
Eickstedt;;BB;0;53.29852;14.04121
Eickstedt Ausbau;;BB;0;53.31312;14.04915
Eickstüve;Eickstuve;NI;0;53.34393;9.92467
Eickum;;NW;0;52.10682;8.59578
Eidelberg;;BY;0;49.37461;11.57736
Eidenbacherhof;;BY;0;50.14464;9.74728
Eidenberg;;BY;0;48.56332;13.77308
Eidenborn;;SL;0;49.39;6.90433
Eidengesäß;;HE;0;50.17936;9.23275
Eidengrub;;BY;0;49.14605;12.49402
Eidenthal;;BY;0;49.15989;12.53658
Eidenzell;;BY;0;49.05102;12.46282
Eiderdeich;;SH;0;54.28104;9.39859
Eiderkampsweg;;SH;0;54.18465;10.04581
Eiderstede;;SH;0;54.16922;10.02435
Eidewarden;;NI;0;53.44954;8.50195
Eiding;;BY;0;47.78536;12.22843
Eidinghausen;;NW;0;52.22351;8.7975
Eidsberg;;BY;0;48.89553;12.95666
Eielstädt;;NI;0;52.3167;8.35573
Eiersdorf;;BY;0;49.05388;11.82912
Eiershagen;;NW;0;50.91739;7.64479
Eiershausen;;HE;0;50.80419;8.36283
Eiersheim;;BW;0;49.66089;9.58792
Eifa;;HE;0;50.96411;8.58248
Eigelbach;;RP;0;50.1856;6.58684
Eigelsberg;;BY;0;49.44573;12.41741
Eigelscheid;;RP;0;50.20471;6.2365
Eigen;;NW;0;50.91291;7.23239
Eigen;;BY;0;47.67027;10.34319
Eigenheim;;HE;0;50.09783;8.25785
Eigenrieden;;TH;0;51.20967;10.32621
Eigenrode;;TH;0;51.29261;10.44655
Eigenröder Warte;;TH;0;51.31229;10.44019
Eigenthum;Kolonie Eigenthum;ST;0;52.54795;11.2211
Eigentshofen;;BY;0;49.34291;11.81983
Eigenzell;;BW;0;48.98571;10.17351
Eiger;;NW;0;51.16667;6.48333
Eiglasdorf;;BY;0;49.83389;12.13777
Eikamp;;NW;0;51.01968;7.18587
Eikeloh;;NW;0;51.62085;8.40079
Eikerend;;NW;0;51.20436;6.56013
Eila;;BY;0;50.34179;11.31672
Eiland;;SN;0;51.54102;14.68971
Eilberg;;BY;0;49.15487;12.47711
Eilenburg;Eilenberg;RP;0;50.61865;7.43972
Eilenburg Ost;;SN;0;51.46754;12.65831
Eilenburg, Berg;;SN;0;51.46133;12.61471
Eilendorf;;NI;0;53.45448;9.7048
Eilendorf;;NW;0;50.77817;6.15227
Eilendorfermoor;;NI;0;53.45702;9.73155
Eilensen;;NI;0;51.8108;9.73373
Eilenstedt;;ST;0;51.98266;11.04352
Eilerde;;NW;0;51.31595;7.61887
Eileringsen;;NW;0;51.31936;7.68933
Eilern;Gut Eilern|Siedlung Eilern;NW;0;51.54378;8.7742
Eilet;;BW;0;48.18812;8.08601
Eilhausen;;NW;0;52.31129;8.66668
Eilhausen;;HE;0;51.43869;8.95275
Eilmsen;;NW;0;51.66367;7.96844
Eilpe;;NW;0;51.34507;7.49113
Eilsbrunn;;BY;0;49.00537;11.97938
Eilsdorf;;SH;0;53.96094;10.49989
Eilshausen;;NW;0;52.16699;8.63327
Eilsum;;NI;0;53.47277;7.14067
Eilte;;NI;0;52.76081;9.49648
Eilum;;NI;0;52.16256;10.72575
Eilversen;;NW;0;51.81615;9.25512
Eilvese;;NI;0;52.5464;9.41563
Eimbeckhausen;;NI;0;52.23274;9.42284
Eimelrod;;HE;0;51.30138;8.69964
Eimersdorf;;SL;0;49.38029;6.65266
Eimsen;;NI;0;52.00586;9.81611
Eimstorf;;NI;0;53.18632;10.68262
Einach;;BW;0;48.40083;8.02863
Einartshausen;;HE;0;50.50331;9.06982
Einbach;;BW;0;49.48476;9.24056
Einbach;Einbach Muhle|Einbach Mühle;BY;0;47.76667;11.55
Einberg;;BY;0;50.28619;11.04616
Einbrungen;;NW;0;51.3137;6.75198
Einecke;;NW;0;51.59124;8.00033
Eineckerholsen;;NW;0;51.58451;8.00792
Einen;;NI;0;52.80655;8.45475
Einen;;NW;0;51.97558;7.89898
Einern;;NW;0;51.30192;7.21371
Einersdorf;;BY;0;49.45269;10.59953
Einfang;;BY;0;47.74963;12.30542
Einfrielingen;Frielingen;NI;0;53.00369;9.83927
Einfürst;;BY;0;48.92014;12.79292
Einham;;BY;0;47.86214;12.61031
Einharding;;BY;0;48.01278;11.88807
Einhart;;BW;0;47.9895;9.34805
Einharting;;BY;0;48.14234;12.40363
Einhaus;;BY;0;47.80356;11.73231
Einhausen;;BY;0;49.06463;12.06443
Einhof;;ST;0;52.85;11.93333
Einholz;;BY;0;47.98245;12.05363
Einhusen;;MV;0;54.03621;11.85365
Eining;;BY;0;48.85632;11.77222
Eininghausen;;NW;0;52.27999;8.47524
Einkind;;BY;0;48.85881;12.97136
Einkreut;Einkreuth;BY;0;48.72576;12.2187
Einlage;;HH;0;53.48411;10.04346
Einloh;;NI;0;53.16087;9.61716
Einmuß;;BY;0;48.85057;11.94544
Einraffshof;;BY;0;50.27133;9.83513
Einrich;;RP;0;50.25;7.8
Einsal;;NW;0;51.32638;7.64158
Einsassen;;BY;0;48.45625;11.35592
Einsbach;;BY;0;48.26903;11.26678
Einsdorf;;ST;0;51.43832;11.48328
Einsiedel;;BW;0;47.95;8.13333
Einsiedel;;SN;0;50.76933;12.97387
Einsiedel;;TH;0;50.49019;10.90993
Einsiedel;;BY;0;49.92889;9.50308
Einsiedeln;;BY;0;47.80559;10.17182
Einsiedl;;BY;0;47.56984;11.30229
Einsiedlerhof;;RP;0;49.43265;7.65979
Einsingen;;BW;0;48.35254;9.90336
Einsricht;;BY;0;49.45814;11.6607
Einste;;NI;0;52.92045;9.11045
Einstellige Höfe;;NI;0;53.51667;8.93333
Einstetting;;BY;0;48.29714;12.26978
Einstorf;;BY;0;48.64144;12.91559
Einswarden;;NI;0;53.51559;8.51876
Eintürnen;Einturnen;BW;0;47.85389;9.84272
Eintürnenberg;;BW;0;47.8478;9.83734
Einum;;NI;0;52.16235;10.01284
Einweging;;BY;0;49.01879;12.90773
Einweiler;;BW;0;49.1965;9.73367
Einwinkel;;ST;0;52.7955;11.57804
Einzelberg;;BY;0;50.3336;10.92462
Einzenberg;;BY;0;48.71644;13.29644
Einzingen;;ST;0;51.44497;11.36125
Einöd;Einod;BY;0;48.59673;13.34299
Einöd;;TH;0;50.2629;10.73793
Einöd;;SL;0;49.27251;7.31638
Einöd;Einod;BW;0;48.9997;9.36164
Einöde;Einode|Einoden|Einöden;BW;0;47.87339;9.56006
Einöde;Einode;BY;0;47.75973;10.40531
Einöden;Einoden;BY;0;50.16144;11.85623
Einödhausen;;TH;0;50.48343;10.3675
Einödsbach;;BY;0;47.31636;10.26637
Eipringhausen;;NW;0;51.12802;7.23916
Eiringhausen;;NW;0;51.23457;7.86879
Eisbach;;NW;0;50.71578;7.29139
Eisbergen;;NW;0;52.20124;9.01635
Eisborn;;NW;0;51.38654;7.88342
Eischeid;;NW;0;50.84195;7.35968
Eisching;;BY;0;48.22923;12.86749
Eischleben;;TH;0;50.88903;10.98787
Eischott;;NI;0;52.48623;10.84179
Eisdorf;;BB;0;51.83807;13.92576
Eisdorf;;ST;0;51.46268;11.81888
Eisdorf;;SN;0;51.22516;12.20384
Eiselau;;BW;0;48.49357;9.95293
Eiselharting;;BY;0;48.32185;12.52872
Eiselsdorf;Eiselstorf;BY;0;48.55363;12.78641
Eiselsried;;BY;0;48.5698;11.14241
Eisemroth;;HE;0;50.73704;8.41414
Eisen;;RP;0;50.50089;7.90499
Eisen;;SL;0;49.60902;7.05623
Eisenbach;;HE;0;50.60258;9.38636
Eisenbach;;RP;0;50.35;7.71667
Eisenbach;;BY;0;49.83264;9.1117
Eisenbartling;;BY;0;47.96148;12.04308
Eisenberg;;BY;0;47.61365;10.60723
Eisenbernreut;;BY;0;48.7606;13.45364
Eisenbolz;;BY;0;47.64504;10.178
Eisenbreche;;BW;0;47.80034;8.17679
Eisenbrechtshofen;;BY;0;48.50681;10.82306
Eisenbühl;;BY;0;50.39689;11.75284
Eisendorf;;BY;0;48.01341;11.96875
Eisenfelden;;BY;0;48.26346;12.70191
Eisenfurt;;BW;0;47.92983;9.67688
Eisenhammer;;BY;0;49.81299;9.49418
Eisenhofen;;BY;0;48.34302;11.3027
Eisenhut;;BY;0;48.50392;11.38493
Eisenhutsrot;;BW;0;49.35563;9.76187
Eisenhütte;;NI;0;51.8;9.7
Eisenrain;;BY;0;47.83017;11.26945
Eisenschmelz;;RP;0;49.58645;7.84176
