name;aliases;admin1;population;lat;lon
Deckersberg;;BY;0;49.47047;11.45608
Deckertau;;NI;0;52.64942;8.64607
Dedeleben;Dedenleive [a. 1188];ST;0;52.03243;10.89157
Dedelow;;BB;0;53.36129;13.79883
Dedenborn;;NW;0;50.58215;6.35399
Dedendorf;;NI;0;52.78838;9.11685
Dedenhausen;Dedenhusen [a. 1331];NI;0;52.43132;10.2293
Dedensen;;NI;0;52.40212;9.51501
Dederles;;BY;0;47.63784;10.56399
Dedesdorf;;NI;0;53.44465;8.50329
Dedinghausen;;NW;0;51.66927;8.40643
Deditz;Golzern-Deditz;SN;0;51.24896;12.80745
Deelen;;NW;0;51.06853;6.6699
Deelsen;;NI;0;52.95778;9.31123
Deelsener Straße;;NI;0;52.95032;9.31193
Deepen;;NI;0;53.12332;9.58458
Deepenfuhrt;Deepenfurth;NI;0;53.21136;7.96164
Deersheim;;ST;0;51.9832;10.7809
Deesberg;;NW;0;52.18894;8.85727
Deesdorf;;ST;0;51.91961;11.19223
Deesem;;NW;0;50.85733;7.27896
Deetz;;BB;0;52.44657;12.77179
Deetzerwarthe;;ST;0;52.58333;11.63333
Deezbüll;;SH;0;54.77807;8.82116
Deezbülldeich;Deezbulldeich;SH;0;54.76965;8.80748
Defersdorf;;BY;0;49.36172;10.90782
Deffersdorf;;BY;0;49.17693;10.49538
Deffingen;;BY;0;48.43501;10.29831
Degel;;SH;0;54.72344;8.97877
Degelberg;;BY;0;49.29167;12.76913
Degelsdorf;;BY;0;49.70954;11.63753
Degelstein;;BY;0;47.56667;9.66667
Degendorf;;BY;0;50.13846;11.11087
Degenershausen;;ST;0;51.68678;11.30368
Degenfeld;;BW;0;48.72761;9.87834
Degenhof;;BW;0;48.88854;9.43069
Degenreuth;;BY;0;50.23326;12.03054
Degerfelden;;BW;0;47.57164;7.74595
Degerloch;;BW;0;48.74677;9.17049
Degernau;;BW;0;48.03499;9.77285
Degernbach;;BY;0;48.91638;12.76134
Degerndorf;;BY;0;49.17071;11.74662
Degerndorf am Inn;Degerndorf;BY;0;47.73396;12.1112
Degerschlacht;;BW;0;48.52243;9.1753
Degersee;;BW;0;47.61353;9.65409
Degersen;;NI;0;52.28633;9.57132
Degersheim;;BY;0;48.99861;10.77805
Degetsweiler;;BW;0;47.63333;9.78333
Deggenau;;BY;0;48.81401;12.97986
Deggenhausertal;Deggenhausen;BW;0;47.80393;9.38267
Deglhof;;BY;0;49.18967;12.09948
Degmarn;;BW;0;49.25028;9.2866
Degtow;;MV;0;53.85487;11.22106
Dehausen;;HE;0;51.45647;9.04381
Dehlentrup;;NW;0;51.96881;8.89566
Dehles;;SN;0;50.44659;11.97665
Dehlingen;;RP;0;50.64429;7.87495
Dehlingen;;BW;0;48.80653;10.35333
Dehme;;NW;0;52.2292;8.82725
Dehmen;;MV;0;53.80185;12.2782
Dehmke;;NI;0;52.08889;9.25203
Dehmkerbrock;;NI;0;52.1005;9.23816
Dehnberg;;BY;0;49.53763;11.28468
Dehnernbockel;;NI;0;52.9296;9.90726
Dehnhöft;Dehnhoft;SH;0;54.41225;10.07838
Dehnitz;;SN;0;51.35013;12.73436
Dehnsen;;NI;0;53.12667;10.1689
Dehrenberg;;NI;0;52.08056;9.27744
Dehringhausen;;HE;0;51.29654;9.03316
Deibow;;MV;0;53.17672;11.5329
Deich- und Sielrott;Deich-und Sielrott;NI;0;53.6671;7.34151
Deicheroda;;TH;0;50.76936;10.01697
Deichhausen;;NI;0;53.0995;8.65128
Deichhauser Heide;;NI;0;53.06667;8.63333
Deichhorst;;NI;0;53.04398;8.6031
Deichkamp;;SH;0;54.34218;10.5906
Deichreihe;;SH;0;53.73855;9.46436
Deichsende;;NI;0;53.77018;8.59076
Deichshausen;;NI;0;53.14885;8.60897
Deichstücken;;NI;0;53.23034;8.45819
Deichwall;;NI;0;52.58552;7.6144
Deiderode;;NI;0;51.42249;9.86375
Deifeld;;NW;0;51.2397;8.65711
Deigstetten;;BY;0;47.98303;11.4899
Deila;;SN;0;51.14856;13.35453
Deilinghofen;;NW;0;51.37826;7.80241
Deilmissen;;NI;0;52.06107;9.68277
Deimenried;;BY;0;47.75333;11.13632
Deimern;;NI;0;53.03224;9.90064
Deimhausen;;BY;0;48.62018;11.39569
Deimling;;BY;0;48.32093;12.00843
Deindorf;;BY;0;49.56685;12.22185
Deindrup;;NI;0;52.77567;8.21262
Deininghausen;;NW;0;51.56852;7.33453
Deinschwang;;BY;0;49.38762;11.49445
Deinsdorf;;BY;0;49.50921;11.55022
Deinsen;;NI;0;52.31076;9.09179
Deinshof;;BY;0;49.37868;11.7025
Deinstedt-Löh;Deinstedt-Loh;NI;0;53.41059;9.21047
Deinstrop;;NW;0;51.39399;7.90026
Deinting;;BY;0;48.03839;12.57386
Deipenbrink;;NW;0;51.30745;7.55769
Deiringsen;;NW;0;51.53417;8.07927
Deisel;;HE;0;51.59222;9.40842
Deisendorf;;BW;0;47.76901;9.21319
Deisenham;;BY;0;48.03814;12.52332
Deisenhofen;;BY;0;48.61827;10.53881
Deisenried;;BY;0;47.76114;11.95965
Deisfeld;;HE;0;51.31486;8.73098
Deising;;BY;0;48.99192;11.62697
Deislkühn;Deislkuhn;BY;0;49.3676;12.12766
Deitenbach;;NW;0;51.05801;7.64582
Deitenbecke;;NW;0;51.23095;7.74998
Deiters;;NI;0;52.4;7.13333
Deitersen;;NI;0;51.82509;9.73645
Deitlevsen;;NI;0;51.97842;9.34596
Dekanat;;NW;0;52.15;8.66667
Delecke;;NW;0;51.491;8.09031
Delfshausen;;NI;0;53.28401;8.24887
Delhoven;;NW;0;51.07781;6.78054
Delkenheim;;HE;0;50.04476;8.35949
Delkerhof;;ST;0;52.86729;11.90715
Delkhofen;;BW;0;48.16523;8.7849
Dellbrück;Dellbruck;NW;0;50.97715;7.07
Dellbrück;Dellbruck;SH;0;54.10075;9.18494
Delle;;NW;0;51.27635;7.43987
Dellendorf;;BY;0;48.59049;12.88734
Dellenhag;;BW;0;47.89029;9.71067
Dellerhof;;BY;0;49.85918;10.82909
Dellern;;BY;0;49.85979;10.83518
Dellhofen;;RP;0;50.08889;7.72581
Delliehausen;;NI;0;51.68396;9.74377
Dellien;;NI;0;53.30698;10.92178
Delling;;NW;0;51.04697;7.30747
Delling;;BY;0;48.05938;11.23755
Dellingen;;RP;0;50.81242;7.67834
Dellinghaus;;NW;0;51.25;6.83333
Dellmensingen;;BW;0;48.30205;9.90279
Dellnhausen;;BY;0;48.52925;11.66667
Dellviertel;;NW;0;51.42463;6.7664
Dellweg;;SH;0;54.23286;9.04963
Dellwig;;NW;0;51.49235;6.93743
Delmschütz;;SN;0;51.21137;13.1258
Delmsen;;NI;0;53.04177;9.70925
Delrath;;NW;0;51.12798;6.78423
Delstern;;NW;0;51.34136;7.50944
Delstrup;;NW;0;51.95;7.68333
Delventhal;;NI;0;52.9911;9.61963
Delverdeich;;SH;0;54.30562;9.25788
Demantsfürth;;BY;0;49.66363;10.72317
Demberg;;BW;0;47.74002;7.77609
Demeldorf;;BY;0;49.35849;12.30105
Demenricht;;BY;0;49.52775;12.02199
Demerthin;;BB;0;52.97378;12.29264
Demharthöfe;Demharthofe|Demharthof;BY;0;48.51046;10.58292
Demling;;BY;0;49.01361;12.27028
Demmelsdorf;;BY;0;49.97176;11.05808
Demmeltrath;;NW;0;51.1886;7.05909
Demmingen;;BW;0;48.6757;10.4375
Demnitz;;MV;0;53.69969;13.80607
Demnitz;;BB;0;52.38385;14.19501
Demzin;;MV;0;53.66656;12.78743
Dendelbach;;BW;0;49.04777;9.70125
Dendert;;RP;0;50.62026;7.66001
Dengeltshofen;;BW;0;47.70932;10.0256
Denghausen;;NI;0;52.82287;8.46735
Dengkofen;;BY;0;48.73634;12.45791
Denglarn;;BY;0;49.40916;12.3631
Dengling;;BY;0;48.91048;12.37024
Denkendorf;;BY;0;48.92839;11.45695
Denkenreuth;;BY;0;49.76115;12.16179
Denkershausen;;NI;0;51.73811;10.04657
Denkhof;;BY;0;48.70756;13.53516
Denkiehausen;;NI;0;51.84444;9.67242
Denklingen;;NW;0;50.91537;7.65678
Denkwitz;Cannewitz-Denkwitz;SN;0;51.28071;12.81967
Denkzell;;BY;0;49.06128;12.6942
Dennach;;BY;0;50.256;11.29324
Dennach;;BW;0;48.82142;8.5526
Dennenberg;;BY;0;47.96477;10.3222
Dennenlohe;;BY;0;49.09604;10.60997
Dennewitz;;BB;0;51.9692;13.01274
Dennhausen;;HE;0;51.25086;9.4905
Dennhof;;BY;0;49.92274;11.81284
Dennhof;;BW;0;49.08485;9.5375
Dennin;;MV;0;53.78945;13.48042
Dennjächt;Dennjacht;BW;0;48.81353;8.71692
Dennschütz;;SN;0;51.20207;13.27042
Dennweiler;;RP;0;49.58333;7.38333
Dens;;HE;0;51.02382;9.90439
Densberg;;HE;0;50.99331;9.09279
Densow;;BB;0;53.14533;13.37791
Denstedt;;TH;0;51.00196;11.38689
Denstorf;Denstorp|Denstorp [a. 1574];NI;0;52.25573;10.40925
Dentenweiler;;BW;0;47.61088;9.68189
Dentingen;;BW;0;48.14914;9.56373
Denzen;;RP;0;49.94786;7.41413
Denzenlohe;Denzenloh;BY;0;49.9613;11.52346
Denzerhammer;;NW;0;51.16684;8.5557
Denzingen;;BY;0;48.44389;10.28372
Depekolk;;ST;0;52.78059;11.30958
Depenbeck;;NI;0;53.67067;9.44816
Depenbrock;;NW;0;52.41252;9.06226
Depenbrock;Depenbrok;NI;0;52.17327;8.35835
Depenthal;;BB;0;53.2;11.78333
Deperstorf;;MV;0;54;12.4
Depeskreuz;;NW;0;51.26838;6.55774
Deppendorf;;NW;0;52.0698;8.46651
Deppenhausen;;BW;0;48.2586;9.65943
Deppenhöfen;;NW;0;51.5579;9.11682
Deps;;BY;0;50.00275;11.63679
Depsried;;BY;0;47.77971;10.25841
Depzowermühle;;MV;0;53.98333;12.43333
Dequede;;ST;0;52.83622;11.68601
Derben;;ST;0;52.41446;11.99741
Derbenscheberg;;ST;0;52.4242;12.00359
Derching;;BY;0;48.40801;10.96762
Derdingen;;BW;0;49.08333;8.8
Derendingen;;BW;0;48.5058;9.05338
Derendorf;Djussel'dorf-Derendorf|Duesseldorf-Derendorf;NW;0;51.244;6.786
Dergenthin;;BB;0;53.07772;11.76825
Derichsberg;;NW;0;50.75057;6.25744
Derichsweiler;;NW;0;50.79659;6.42723
Derikum;;NW;0;51.16409;6.73674
Derkum;;NW;0;50.7098;6.81485
Derlen;;SL;0;49.29136;6.83957
Dermbach;;RP;0;50.7935;7.95313
Dermin;;SH;0;53.6939;10.78975
Dermsdorf;;TH;0;51.20437;11.19978
Dernbach;;HE;0;50.78141;8.50488
Derndorf;;BY;0;48.18028;10.47152
Derneburg;Derneburg-Astenbeck;NI;0;52.09541;10.13356
Dernekamp;;NW;0;51.81588;7.32169
Derscheid;;NW;0;50.84769;7.41631
Derschlag;;NW;0;51.00838;7.62987
Dersdorf;;NW;0;50.76152;6.9655
Dersekow Hof;;MV;0;54.04432;13.27595
Dersentin;;MV;0;53.71195;12.39601
Dersewitz;;MV;0;53.8692;13.50494
Dersum Moor;;NI;0;52.95726;7.19925
Dersumerfeld;;NI;0;52.95124;7.23663
Dertingen;;BW;0;49.76804;9.62022
Derwitz;;BB;0;52.40294;12.82448
Deschenhof;;BW;0;48.9057;9.71088
Desching;;BY;0;48.65332;13.25698
Deschka;;SN;0;51.25949;15.02618
Deschwitz;;TH;0;50.78614;12.06059
Desingerode;;NI;0;51.52653;10.1825
Desmerciereskoog;;SH;0;54.5765;8.95261
Desserath;;RP;0;50.10491;6.70271
Dessin;;MV;0;53.62754;11.84858
Dessow;;BB;0;52.8986;12.55445
Destel;;NW;0;52.37029;8.49207
Destuben;;BY;0;49.90669;11.57796
Deterberg;;NW;0;51.3;7.35
Deternerlehe;;NI;0;53.22949;7.69865
Detershagen;;MV;0;54.05549;11.76983
Detershagen;;ST;0;52.24533;11.81095
Detfurth;;NI;0;52.07359;10.02114
Dethlingen;;NI;0;52.95474;10.12596
Dettenberg;;BW;0;48.15;9.65
Dettendorf;;BY;0;49.5914;10.67393
Dettenhausen;;BY;0;47.93722;11.50586
Dettenheim;;BY;0;48.98647;10.9465
Dettenhofen;;BY;0;49.1377;11.74584
Dettenkofen;;BY;0;48.80829;12.37627
Dettenroden;;BW;0;48.92039;10.25223
Dettenschwang;;BY;0;47.95275;11.01514
Dettensee;;BW;0;48.42117;8.72229
Detter;;BY;0;50.23541;9.75694
Dettingen am Albuch;Dettingen;BW;0;48.59886;10.1242
Dettingen am Main;Dettingen;BY;0;50.04112;9.0319
Dettingen an der Iller;Dettingen|Dettingen-an-der-Iller|Dettingen-na-Illere;BW;0;48.1;10.11667
Dettishofen;;BW;0;47.74954;9.91208
Dettmannsdorf;;MV;0;54.24045;12.55531
Dettnach;;BY;0;49.40047;11.67426
Detwang;;BY;0;49.38694;10.16771
Detzel;;ST;0;52.31941;11.37928
Detzeln;;BW;0;47.66846;8.32073
Detzenweiler;;BW;0;47.78333;9.51667
Detzkamp;;NW;0;52.35211;8.8073
Deubach;;TH;0;50.93198;10.43502
Deubach;;BW;0;49.54735;9.77159
Deubach;;BY;0;48.3916;10.31942
Deuben;;SN;0;51.36541;12.69588
Deubling;;BY;0;48.69202;11.40579
Deuchelried;;BW;0;47.69441;9.85091
Deuenbach;;BY;0;49.12753;10.30701
Deufringen;;BW;0;48.68062;8.86777
Deulowitz;;BB;0;51.94808;14.65369
Deumen;;ST;0;51.17309;12.13896
Deuringen;;BY;0;48.36317;10.81809
Deusdorf;;BY;0;49.98208;10.77034
Deusmauer;;BY;0;49.25369;11.62233
Deute;;HE;0;51.17901;9.41244
Deutelbach;;BY;0;50.17863;9.51423
Deutelhausen;;BY;0;47.89468;12.1032
Deuten;;NW;0;51.71968;6.9695
Deutenbach;;BY;0;49.4;11
Deutenhausen;;BY;0;48.31271;11.58156
Deutenheim;;BY;0;49.5862;10.41719
Deutenhofen;;BY;0;48.3688;11.27609
Deutenkofen;;BY;0;48.55728;12.26552
Deuting;;BY;0;48.25168;11.96593
Deutldorf;;BY;0;48.4334;11.54611
Deutleben;;ST;0;51.59792;11.8426
Deutlstätt;Deutlstatt;BY;0;47.90374;12.05578
Deutmecke;;NW;0;51.18052;8.03055
Deutsch;;ST;0;52.96496;11.58596
Deutsch Bork;;BB;0;52.16644;12.85453
Deutsch Ossig;Deutsch;SN;0;51.09932;14.97652
Deutsch Paulsdorf;;SN;0;51.10369;14.83288
Deutsch Wusterhausen;;BB;0;52.29532;13.58449
Deutschbaselitz;;SN;0;51.28735;14.14779
Deutscheinsiedel;;SN;0;50.63233;13.49089
Deutschenbora;;SN;0;51.06014;13.36178
Deutsches Haus;;ST;0;51.58333;12.25
Deutsches Museum;;BY;0;48.12902;11.58339
Deutschgeorgenthal;;SN;0;50.70763;13.53949
Deutschhof;;BB;0;52.69699;12.81813
Deutschhof;;RP;0;49.08447;8.0182
Deutschhof;;BY;0;50.07079;10.25486
Deutschhorst;;ST;0;52.81186;10.93787
Deutschkatharinenberg;;SN;0;50.61177;13.43962
Deutschneudorf;Deutschneudorfi vald;SN;0;50.61667;13.46667
Deutwang;;BW;0;47.88052;9.08082
Deuz;;NW;0;50.88529;8.14713
Deven;;MV;0;53.89812;12.99022
Devern;;NI;0;52.62409;7.96899
Devese;;NI;0;52.31362;9.70882
Devin;;MV;0;54.26777;13.13473
Dewangen;;BW;0;48.87073;10.02335
Dewichow;;MV;0;53.9466;13.97216
Dewitz;;MV;0;53.49554;13.37711
Dewitz;;ST;0;52.83801;11.61458
Dewitz;;SN;0;51.38461;12.52746
Dexbach;;HE;0;50.93706;8.58741
Deybach;;BY;0;47.9;10.11667
Deyekamp;;NI;0;53.11376;7.97384
Dezenacker;;BY;0;48.67347;11.09011
Dezion;;BY;0;47.78152;10.18812
Deßmannsdorf;;BY;0;49.26952;10.58272
Dhaun;;RP;0;49.81667;7.5
Dhron;;RP;0;49.86195;6.90912
Dhün;;NW;0;51.06667;7.18333
Dhünn;;NW;0;51.10774;7.25639
Dhünnberg;;NW;0;51.07273;7.25232
Dhünnenburg;;NW;0;51.08333;7.23333
Diahren;;NI;0;52.97757;11.00571
Diana;;BY;0;49.94132;9.48699
Dibbersen;;NI;0;53.3667;9.87258
Dichau;Dichen;BY;0;48.03448;11.98857
Dichtenhausen;;BW;0;47.93261;9.37012
Dickarting;;BY;0;48.39922;12.11507
Dicke;;NW;0;51.07426;7.28734
Dickebülten;;NW;0;51.891;7.10487
Dickelsmoor;;BY;0;48.41389;10.93704
Dickenberg;;NW;0;52.315;7.67055
Dickenbruch;;NW;0;51.33333;7.41667
Dickenbüchel;Dickenbuchel;BY;0;48.69385;13.66648
Dickendörn;Dickendorn;SH;0;54.28126;9.82305
Dicker Turm;;HE;0;50.53007;9.72822
Dickersbronn;;BY;0;49.10385;10.3218
Dickershausen;;HE;0;51.05701;9.46573
Dickfeitzen;;NI;0;52.98703;10.93964
Dickhausen;;NW;0;50.91371;7.62621
Dickscheheide;;NW;0;51.44654;6.54012
Dickschied;;HE;0;50.12571;7.94686
Dickte;;BB;0;52.72349;12.49419
Die Burg;;ST;0;52.95;11.6
Die Büdner;;MV;0;54.16667;13.03333
Die Emme;;NW;0;52.21667;9.03333
Die Fünfer;Die Funfer;MV;0;53.92809;12.38388
Die Gemeinde;;SN;0;50.86667;14.75
Die Grüne Sieben;Die Grune Sieben|Grüne Sieben;SN;0;50.55293;12.50838
Die Vierzehner;;MV;0;53.9142;12.40338
Die Zehner-Sieldung;;BB;0;53.07454;13.59478
Die oberen Häuser;Die oberen Hauser;NI;0;52.71164;8.91167
Diebach;;BW;0;49.33396;9.63007
Diebach am Haag;Diebach;HE;0;50.25449;9.07394
Dieberg;;BY;0;49.33172;12.86087
Diebersbach;;BW;0;48.5163;8.05583
Diebersreuth;;BY;0;49.69165;12.27774
Diebersried;Diebesried;BY;0;49.29267;12.54347
Diebis;;BY;0;49.37555;11.98086
Dieblicherberg;;RP;0;50.3;7.46667
Diebrock;;NW;0;52.11537;8.62506
Diebrunn;;BY;0;49.55296;12.14303
Dieckerort;;NW;0;52.36594;8.64941
Dieckhaus;;NI;0;52.73816;8.54702
Dieckhorst;;NI;0;52.521;10.369
Dieckhus;;NI;0;52.91973;9.75291
Dieckmannshausen;;NI;0;53.38538;8.23872
Diedelkopf;;RP;0;49.54655;7.38668
Diedelsheim;;BW;0;49.0408;8.68406
Diedenbergen;;HE;0;50.0611;8.41929
Diedenhain;;SN;0;51.09045;13.00159
Diedenshausen;;NW;0;51.07591;8.50171
Diedenshausen;;HE;0;50.81895;8.61118
Diedersbüll;Diedersbull;SH;0;54.84133;8.69227
Diedersbüllfeld;Diedersbullfeld;SH;0;54.83271;8.69123
Diedersdorf;;BB;0;52.51063;14.32859
Diedersen;;NI;0;52.09907;9.46369
Diederstetten;;BY;0;49.0372;10.35823
Diedesfeld;;RP;0;49.32299;8.13627
Diedesheim;;BW;0;49.355;9.112
Dieding;;BY;0;48.05984;12.00308
Diedrichshof;;MV;0;53.76394;11.91491
Diefenbach;;NW;0;50.48883;6.53551
Diefenbach;;BW;0;49.02607;8.85339
Diefflen;;SL;0;49.373;6.76252
Diegelsberg;;BW;0;48.72574;9.55025
Diegeringen;;BW;0;47.56778;8.02926
Dieglishofen;;BW;0;47.68333;9.6
Diehlo;;BB;0;52.1284;14.59138
Diehmen;;SN;0;51.12279;14.32848
Diehsa;;SN;0;51.24476;14.7663
Diekenbrock;;NW;0;52.13333;8.61667
Diekenheide;;NW;0;52.11667;8.61667
Diekhaus;;NI;0;52.82209;8.12749
Diekhusen;;SH;0;53.93673;9.02781
Diekhusenerwesterdeich;;SH;0;53.92809;9.01536
Diekkate;;SH;0;54.25777;10.67554
Dieklage;;NW;0;52.4501;8.59872
Dieksanderkoog;;SH;0;53.97399;8.92163
Diekskamp;Dieckskamp;SH;0;53.5687;10.38814
Diele;;NI;0;53.12046;7.31404
Dieler;;RP;0;50.18217;7.51903
Dielerheide;;NI;0;53.11832;7.27451
Dielingdorf;;NI;0;52.15826;8.35526
Dielingen;;NW;0;52.4445;8.34763
Dielsdorf;;TH;0;51.09239;11.16652
Dielstein;;BY;0;47.94918;12.31992
Diemannskirchen;;BY;0;48.4862;12.30559
Diemantstein;;BY;0;48.72051;10.55116
Diemarden;;NI;0;51.48665;9.98004
Diemating;;BY;0;48.41521;12.11285
Diembot;;BW;0;49.21583;9.94652
Diemelsee-Heringhausen;Heringhausen;HE;0;51.36485;8.73216
Diemelstadt;;HE;0;51.47775;9.01068
Diemendorf;;BY;0;47.88492;11.22053
Diemerode;Diemenrode;HE;0;51.0792;9.85201
Diemersdorf;;SH;0;54.35;11.01667
Diemershalde;;BW;0;48.77811;9.19087
Diemerstein;;RP;0;49.44504;7.95865
Diemitz;;ST;0;51.48548;12.00379
Diemitz Schleuse;;MV;0;53.2075;12.86027
Diemke;;NW;0;52.13822;8.45985
Diemühle;;BY;0;49.32669;11.50651
Diendorf;;BY;0;49.44394;12.193
Dienhausen;;BY;0;47.88791;10.83211
Diensdorf;;BB;0;52.24179;14.0655
Diensdorf;;SN;0;51.16667;13.85
Dienstadt;;BW;0;49.63311;9.61254
Dienstborstel;;NI;0;52.72741;8.98912
Dienstedt;;TH;0;50.80373;11.16885
Dienstedt-Hettstedt;;TH;0;50.79984;11.16892
Diensthop;;NI;0;52.81517;9.2556
Dienstädt;;TH;0;50.78896;11.50466
Diepenau;;NI;0;52.41874;8.71763
Diepenhofen;;BY;0;48.16667;10.48333
Diepenlinchen;;NW;0;50.76541;6.27188
Diepenried;;BY;0;49.16637;12.31194
Diepenseifen;;RP;0;50.67421;7.3798
Diepensiepen;;NW;0;51.23024;6.97886
Diepersdorf;;BY;0;49.46115;11.28965
Dieperting;Diepolting;BY;0;47.96571;12.66922
Diepertsham;;BY;0;48.04111;12.38914
Diepertshofen;;BY;0;48.34473;10.16029
Dieperzen;;RP;0;50.70462;7.65047
Diepeschrath;;NW;0;50.99406;7.07747
Diepholzer Bruch;;NI;0;52.54337;8.42188
Diepholzer Fladder;;NI;0;52.60559;8.39281
Diepling;;BY;0;48.06687;12.74289
Diepoldsberg;Diepoltsberg;BY;0;48.00936;12.34754
Diepoldshofen;;BW;0;47.84569;9.94633
Diepoltsdorf;;BY;0;49.6081;11.35557
Diepoltshof;;BY;0;49.45874;12.12519
Diepoltshofen;;BY;0;48.5578;11.33831
Diepoltskirchen;;BY;0;48.48138;12.71007
Diepoltsreuth;Diepoldsreuth;BY;0;49.71907;12.2195
Diepoltsried;;BY;0;49.37719;12.53986
Diepolz;;BY;0;47.79399;10.23995
Diera;;SN;0;51.19839;13.44865
Dierath;;NW;0;51.12013;7.03923
Dierberg;;BB;0;53.02403;12.97339
Dieresdorf;;BY;0;49.22031;10.57592
Dierhagen Dorf;;MV;0;54.28978;12.35876
Dierhagen Ost;;MV;0;54.30621;12.35129
Dierhagen Strand;;MV;0;54.29258;12.33396
Dieringhausen;;NW;0;50.982;7.534
Dierkow;;MV;0;54.10599;12.15013
Dierkow-Ost;;MV;0;54.09969;12.16543
Dierkshausen;;NI;0;53.26789;9.98159
Diersburg;;BW;0;48.39894;7.93795
Diersbüttel;;NI;0;53.09938;10.26054
Diersfordt;Dierssordt;NW;0;51.69148;6.54797
Diersheim;;BW;0;48.64814;7.88853
Dierstorf;;NI;0;53.34803;9.75609
Dies;;RP;0;50.35325;7.86776
Diesbar;;SN;0;51.23237;13.42749
Diesbar-Seusslitz;;SN;0;51.23615;13.42125
Diesdorf;;ST;0;51.76264;12.15696
Diesenbach;;BY;0;49.13284;12.11685
Diesenhof;;BY;0;49.25593;11.68173
Diess;;BY;0;48.57241;11.10183
Diestedde;;NW;0;51.73692;8.17302
Diestelbruch;;NW;0;51.93188;8.94974
Diesten;;NI;0;52.782;10.0379
Dietelhofen;;BW;0;48.18314;9.56841
Dietelskirchen;;BY;0;48.49784;12.34091
Dietenbach;;BW;0;47.95381;7.94549
Dietenberg;;BW;0;47.9787;9.98219
Dietenborn;;TH;0;51.35989;10.67484
Dietenbronn;;BY;0;49.24946;10.39417
Dietenbronn;;BW;0;48.16362;9.96863
Dietendorf;;ST;0;51.00559;12.02983
Dietendorf;;TH;0;50.91667;10.91667
Dietendorf;;BY;0;49.84833;10.73317
Dietenhan;Dietenham;BW;0;49.74429;9.60905
Dietenhausen;;HE;0;50.42416;8.4272
Dietenhausen;;BW;0;48.91641;8.55955
Dietenhausen;;BY;0;48.29796;11.1858
Dietenhof;;BW;0;48.90934;9.79384
Dietenhofen;;BW;0;47.84653;9.57213
Dietenholz;;BY;0;49.42596;10.68347
Dietental;;BW;0;48.22711;8.11308
Dietenwengen;;BW;0;48.01908;9.87077
Dietersbach;;BW;0;48.28333;8.16667
Dietersberg;;BY;0;49.4544;11.7455
Dietersdorf;;BB;0;52.03807;12.80785
Dietersdorf;;BY;0;50.21942;10.8225
Dietersgrün;Dietersgrun;BY;0;50.079;12.19198
Dietershan;;HE;0;50.60148;9.70113
Dietershausen;;HE;0;50.50491;9.79508
Dietershausen;;BW;0;48.18148;9.60154
Dietersheim;;RP;0;49.93828;7.9085
Dietershof;;HE;0;50.28437;9.59141
Dietershofen;;BY;0;49.56386;11.4184
Dietershofen;;BW;0;47.97602;9.1657
Dietershofen bei Babenhausen;Dietershofen;BY;0;48.10697;10.31651
Dieterskirch;;BW;0;48.18257;9.61411
Dietersweg;;BY;0;49.03889;12.40083
Dietersweiler;;BW;0;48.45172;8.46709
Dieterting;;BY;0;48.81667;13.06667
Dieterzhofen;;BY;0;48.96947;11.71082
Dietesheim;;HE;0;50.12393;8.84494
Dietfurt;Dietfurth;BW;0;48.07755;9.14013
Dietfurt im Mittelfranken;Dietfurt;BY;0;48.9436;10.93028
Dietges;;HE;0;50.52898;9.9337
Dietgeshof;;HE;0;50.65113;10.03758
Diethe;;NI;0;52.47384;9.00874
Diethensdorf;;SN;0;50.94678;12.85405
Diether Bülten;;NI;0;52.48333;9
Dietkirch;;BY;0;48.33333;10.4
Dietkirchen;;HE;0;50.40305;8.09187
Dietkirchen;;BY;0;49.29138;11.58354
Dietlas;;TH;0;50.81468;10.08806
Dietldorf;;BY;0;49.20442;11.94437
Dietlham;;BY;0;48.23076;12.59269
Dietlingen;;BW;0;48.8962;8.60149
Dietlishof;Dietlishofen;BW;0;47.75593;8.77849
Dietlsberg;;BY;0;48.65908;12.74919
Dietmaning;;BY;0;48.28198;13.07243
Dietmanns;;BW;0;47.93889;9.93351
Dietmannsweiler;;BW;0;47.66667;9.66667
Dietmering;;BY;0;48.11316;12.01776
Dietraching;;BY;0;48.39376;12.72957
Dietratried;Dietradsried;BY;0;47.91921;10.24951
Dietrichs;;BY;0;47.47943;10.2467
Dietrichsberg;;TH;0;50.95;10.15
Dietrichsdorf;;BY;0;48.61107;11.85769
Dietrichsfeld;;NI;0;53.53353;7.53844
Dietrichsholz;;BW;0;47.83196;9.81513
Dietrichsmais;;BY;0;48.92687;13.10514
Dietrichsroda;;ST;0;51.17594;11.62261
Dietrichstetten;;BY;0;48.49959;12.355
Dietrichsweiler;;BW;0;49.00348;10.1045
Dietring;;BY;0;48.46581;12.67991
Dietringen;;BY;0;47.63398;10.73545
Dietschweiler;;RP;0;49.43789;7.4327
Dietstaig;;BW;0;48.11192;8.91302
Dietstätt;Dietstatt;BY;0;49.38109;12.201
Dietzen;;BY;0;47.6159;10.24213
Dietzhausen;;TH;0;50.60133;10.59457
Dietzhof;;BY;0;49.70172;11.16245
Dietzing;;BY;0;48.59654;13.42509
Dievesherweg;;NW;0;51.12497;7.43977
Diezendobel;;BW;0;47.95753;8.02385
Diezenkausen;;NW;0;50.88797;7.62413
